Date,Indicator,Category,Unit,Value
2015-04-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.509248
2015-04-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,22.100000
2015-04-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,11.120000
2015-04-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,2995.578000
2015-04-01,UGX per USD (Period End),Exchange Rate,UGX per USD,2987.470000
2015-05-01,Central Bank Rate,Policy Rate,Percent per Annum,12.000000
2015-05-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.918378
2015-05-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,22.739175
2015-05-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.460000
2015-05-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3007.603000
2015-05-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3054.290000
2015-06-01,Central Bank Rate,Policy Rate,Percent per Annum,13.000000
2015-06-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.385784
2015-06-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,22.340000
2015-06-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,11.780000
2015-06-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3199.902750
2015-06-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3301.770000
2015-07-01,Central Bank Rate,Policy Rate,Percent per Annum,14.500000
2015-07-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.270000
2015-07-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,21.760000
2015-07-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,16.520000
2015-07-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3360.094091
2015-07-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3425.810000
2015-08-01,Central Bank Rate,Policy Rate,Percent per Annum,16.000000
2015-08-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,13.060000
2015-08-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,23.500000
2015-08-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,13.320000
2015-08-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3548.251190
2015-08-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3658.390000
2015-09-01,Central Bank Rate,Policy Rate,Percent per Annum,16.000000
2015-09-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,14.528126
2015-09-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,23.250000
2015-09-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,13.650000
2015-09-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3667.504762
2015-09-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3695.250000
2015-10-01,Central Bank Rate,Policy Rate,Percent per Annum,17.000000
2015-10-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,14.757895
2015-10-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,23.900000
2015-10-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,12.610000
2015-10-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3636.024524
2015-10-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3560.190000
2015-11-01,Central Bank Rate,Policy Rate,Percent per Annum,17.000000
2015-11-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,16.850000
2015-11-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,24.450000
2015-11-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,12.630000
2015-11-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3428.998095
2015-11-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3357.120000
2015-12-01,Central Bank Rate,Policy Rate,Percent per Annum,17.000000
2015-12-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,16.975881
2015-12-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,24.590000
2015-12-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,14.170000
2015-12-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3362.492569
2015-12-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3377.010000
2016-01-01,Central Bank Rate,Policy Rate,Percent per Annum,17.000000
2016-01-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,17.281385
2016-01-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,24.290000
2016-01-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,12.950000
2016-01-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3451.208947
2016-01-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3479.550000
2016-02-01,Central Bank Rate,Policy Rate,Percent per Annum,17.000000
2016-02-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,16.149301
2016-02-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,25.220000
2016-02-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,12.350000
2016-02-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3435.113961
2016-02-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3348.550725
2016-03-01,Central Bank Rate,Policy Rate,Percent per Annum,17.000000
2016-03-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,13.735173
2016-03-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,24.370000
2016-03-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,11.330000
2016-03-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3365.496891
2016-03-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3374.434783
2016-04-01,Central Bank Rate,Policy Rate,Percent per Annum,16.000000
2016-04-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,12.422400
2016-04-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,24.230000
2016-04-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,12.000000
2016-04-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3343.572077
2016-04-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3325.550000
2016-05-01,Central Bank Rate,Policy Rate,Percent per Annum,16.000000
2016-05-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,13.610863
2016-05-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,24.480000
2016-05-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,12.110000
2016-05-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3348.919255
2016-05-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3364.521739
2016-06-01,Central Bank Rate,Policy Rate,Percent per Annum,15.000000
2016-06-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,12.238210
2016-06-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,23.540000
2016-06-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,14.110000
2016-06-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3367.992603
2016-06-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3404.861111
2016-07-01,Central Bank Rate,Policy Rate,Percent per Annum,15.000000
2016-07-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,13.014173
2016-07-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,23.900000
2016-07-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,13.920000
2016-07-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3379.293389
2016-07-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3375.630000
2016-08-01,Central Bank Rate,Policy Rate,Percent per Annum,14.000000
2016-08-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,12.920000
2016-08-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,24.290000
2016-08-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,13.090000
2016-08-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3373.535000
2016-08-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3375.640000
2016-09-01,Central Bank Rate,Policy Rate,Percent per Annum,14.000000
2016-09-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.853729
2016-09-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,23.713591
2016-09-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,12.490000
2016-09-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3381.406190
2016-09-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3388.560000
2016-10-01,Central Bank Rate,Policy Rate,Percent per Annum,13.000000
2016-10-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.540350
2016-10-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,22.810000
2016-10-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,12.460000
2016-10-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3435.848360
2016-10-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3465.150000
2016-11-01,Central Bank Rate,Policy Rate,Percent per Annum,13.000000
2016-11-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,12.010000
2016-11-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,23.070000
2016-11-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,11.770000
2016-11-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3560.623434
2016-11-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3630.222222
2016-12-01,Central Bank Rate,Policy Rate,Percent per Annum,12.000000
2016-12-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,12.079878
2016-12-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,22.720000
2016-12-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.770000
2016-12-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3598.165979
2016-12-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3610.500000
2017-01-01,Central Bank Rate,Policy Rate,Percent per Annum,12.000000
2017-01-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.760391
2017-01-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,22.370000
2017-01-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,11.110000
2017-01-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3609.477302
2017-01-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3588.510000
2017-02-01,Central Bank Rate,Policy Rate,Percent per Annum,11.500000
2017-02-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.432211
2017-02-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,23.127357
2017-02-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.100000
2017-02-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3585.349547
2017-02-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3586.690000
2017-03-01,Central Bank Rate,Policy Rate,Percent per Annum,11.500000
2017-03-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.299894
2017-03-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,22.450000
2017-03-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.610000
2017-03-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3599.014114
2017-03-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3614.190000
2017-04-01,Central Bank Rate,Policy Rate,Percent per Annum,11.000000
2017-04-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.910741
2017-04-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,20.520000
2017-04-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.140000
2017-04-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3618.697222
2017-04-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3644.630000
2017-05-01,Central Bank Rate,Policy Rate,Percent per Annum,11.000000
2017-05-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.894098
2017-05-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,21.040000
2017-05-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.860000
2017-05-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3623.606591
2017-05-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3602.630000
2017-06-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2017-06-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.858603
2017-06-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,21.110000
2017-06-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.080000
2017-06-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3591.098571
2017-06-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3590.900000
2017-07-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2017-07-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.309671
2017-07-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,20.880000
2017-07-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,7.900000
2017-07-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3601.530500
2017-07-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3610.880000
2017-08-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2017-08-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.277937
2017-08-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,22.290000
2017-08-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.400000
2017-08-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3606.031739
2017-08-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3600.380000
2017-09-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2017-09-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.043951
2017-09-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,20.890000
2017-09-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.530000
2017-09-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3599.866000
2017-09-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3603.080000
2017-10-01,Central Bank Rate,Policy Rate,Percent per Annum,9.500000
2017-10-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.770111
2017-10-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.970000
2017-10-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.710000
2017-10-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3637.909524
2017-10-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3650.530000
2017-11-01,Central Bank Rate,Policy Rate,Percent per Annum,9.500000
2017-11-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.586547
2017-11-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,21.420000
2017-11-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.230000
2017-11-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3638.850808
2017-11-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3634.530000
2017-12-01,Central Bank Rate,Policy Rate,Percent per Annum,9.500000
2017-12-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.222655
2017-12-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,20.276701
2017-12-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.010000
2017-12-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3623.261579
2017-12-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3635.080000
2018-01-01,Central Bank Rate,Policy Rate,Percent per Annum,9.500000
2018-01-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.988058
2018-01-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,20.257327
2018-01-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.090000
2018-01-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3640.053042
2018-01-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3625.210000
2018-02-01,Central Bank Rate,Policy Rate,Percent per Annum,9.000000
2018-02-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.235883
2018-02-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,21.100000
2018-02-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.220000
2018-02-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3637.562602
2018-02-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3645.990000
2018-03-01,Central Bank Rate,Policy Rate,Percent per Annum,9.000000
2018-03-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.816580
2018-03-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,20.100000
2018-03-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,7.950000
2018-03-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3660.117861
2018-03-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3686.890000
2018-04-01,Central Bank Rate,Policy Rate,Percent per Annum,9.000000
2018-04-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.070061
2018-04-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,20.030000
2018-04-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,7.910000
2018-04-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3697.242500
2018-04-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3713.220000
2018-05-01,Central Bank Rate,Policy Rate,Percent per Annum,9.000000
2018-05-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.764184
2018-05-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,20.199907
2018-05-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,7.870000
2018-05-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3726.843030
2018-05-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3768.347222
2018-06-01,Central Bank Rate,Policy Rate,Percent per Annum,9.000000
2018-06-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.282920
2018-06-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,17.683715
2018-06-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.660000
2018-06-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3840.476750
2018-06-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3879.540000
2018-07-01,Central Bank Rate,Policy Rate,Percent per Annum,9.000000
2018-07-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.172971
2018-07-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.170000
2018-07-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.810000
2018-07-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3760.443439
2018-07-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3701.420000
2018-08-01,Central Bank Rate,Policy Rate,Percent per Annum,9.000000
2018-08-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.319073
2018-08-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.030000
2018-08-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.060000
2018-08-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3729.532500
2018-08-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3759.990000
2018-09-01,Central Bank Rate,Policy Rate,Percent per Annum,9.000000
2018-09-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.677331
2018-09-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.560000
2018-09-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.580000
2018-09-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3800.679417
2018-09-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3822.140000
2018-10-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2018-10-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.724148
2018-10-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,20.370000
2018-10-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.160000
2018-10-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3777.977727
2018-10-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3759.170000
2018-11-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2018-11-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.360319
2018-11-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,20.510000
2018-11-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.280000
2018-11-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3739.772285
2018-11-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3725.390000
2018-12-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2018-12-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.207905
2018-12-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,20.147755
2018-12-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.450000
2018-12-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3714.126784
2018-12-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3713.350000
2019-01-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2019-01-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.913165
2019-01-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,21.400000
2019-01-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.660000
2019-01-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3702.434091
2019-01-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3672.110000
2019-02-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2019-02-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.911686
2019-02-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,21.110000
2019-02-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.550000
2019-02-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3672.894000
2019-02-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3694.790000
2019-03-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2019-03-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.256508
2019-03-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.610000
2019-03-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.970000
2019-03-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3706.191500
2019-03-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3715.130000
2019-04-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2019-04-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.713333
2019-04-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.790000
2019-04-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.830000
2019-04-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3736.975750
2019-04-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3747.180000
2019-05-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2019-05-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.476649
2019-05-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.630000
2019-05-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.210000
2019-05-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3765.629331
2019-05-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3758.900000
2019-06-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2019-06-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.977954
2019-06-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.021609
2019-06-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.900000
2019-06-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3728.988302
2019-06-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3694.760000
2019-07-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2019-07-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.337452
2019-07-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,21.440000
2019-07-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.120000
2019-07-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3696.486957
2019-07-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3700.760000
2019-08-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2019-08-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.057839
2019-08-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,20.230000
2019-08-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.060000
2019-08-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3693.733864
2019-08-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3689.490000
2019-09-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2019-09-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.836372
2019-09-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.823624
2019-09-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.460000
2019-09-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3675.496429
2019-09-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3684.235000
2019-10-01,Central Bank Rate,Policy Rate,Percent per Annum,9.000000
2019-10-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.699332
2019-10-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.800000
2019-10-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.060000
2019-10-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3695.836364
2019-10-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3711.190000
2019-11-01,Central Bank Rate,Policy Rate,Percent per Annum,9.000000
2019-11-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.479695
2019-11-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.339727
2019-11-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,7.850000
2019-11-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3697.442857
2019-11-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3699.380000
2019-12-01,Central Bank Rate,Policy Rate,Percent per Annum,9.000000
